ZZ3_IDEQU,ZZ3_FILIAL,ZZ3_PLACA,ZZ3_FROTA ,ZZ3_EMPEQU,ZZ3_POSSE,ZZ3_TIPEQU,ZZ3_OBS,ZZ3_DATDIG,D_E_L_E_T_,R_E_C_N_O_
4278,,EGJ2424,,WM TRANSOPORTES,FORNECEDOR,CAVMEC,,,,
4279,,EOF9049,,WM TRANSPORTES ,FORNECEDOR,CAVMEC,,,,
4280,,EWU3835,,TRANSPES,CLIENTE,CAVMEC,,,,
4281,,EWU3832,,C.O.M CARGA,CLIENTE,CEGSC,,,,
4282,,FCM9090,,OCEANIC,PROPRIO,CAVMEC,,,,
4283,,FOE3939,,OCEANIC,PROPRIO,CSC,,,,
4284,,AAR2148,,PARTICULA,CLIENTE,BAU,,,,
4285,,HFD3699,124,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4286,,OWM0124,124,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4287,,NSE2431,,OYAMOTA FERRO E AÇO,FORNECEDOR,MUNCK,,,,
4288,,BTA1524,,TRANSLOCOMOTIVA,CLIENTE,CAVMEC,,,,
4289,,GSH7414,1101,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4290,,OTD8174,,PARTICULAR ,PROPRIO,MOTO,,,,
4291,,JWD9822,,TROPICAL FRIOS,CLIENTE,VLEVE,,,,
4292,,FOE4488,,M FERNANDO TRANSPORTE REMOÇAO,PROPRIO,CSC,,,,
4293,,JUN9686,, HDI SEGUROS,FORNECEDOR,TRUCK,PLATAFORMA,,,
4294,,QDD0317,2010,LINAVE,PROPRIO,BAU,,,,
4295,,QEF5679,TOYOTA,TOP LUBRIFICANTE,PROPRIO,VLEVE,,,,
4296,,NOW5479,,HER DA AMAZONIA,CLIENTE,CAVMEC,,,,
4297,,IYF1200,,MFERNANDO TRANSPORTE E REMOCOE,PROPRIO,CAVMEC,,,,
4298,,JUV7095, CIVIC,PARTICULAR,PROPRIO,VLEVE,,,,
4299,,HOA2232,711,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
4300,,HKI3857,711,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4301,,HXP7043,,PARTICULAR,PROPRIO,VLEVE,,,,
4302,,HDA2232,711,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
4303,,KEC7791,,PARA VEICULOS,CLIENTE,CAVMEC,,,,
4304,,PXL5668,,AC PARCERIA,CLIENTE,CAVMEC,,,,
4305,,QDC9259,,INSTITUTO EVENDRO CHAGAS,CLIENTE,VLEVE,,,,
4306,,PZK2324,,PARTICULAR,CLIENTE,VLEVE,,,,
4307,,HKH0782,344,SADA TRANSPORTES,CLIENTE,CAVMEC,,,,
4308,,PUH8916,344,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4309,,OTI3861,,CORREIOS ,FORNECEDOR,MOTO,,,,
4310,,EKV8118,,PARTICULAR ,CLIENTE,UTILIT,,,,
4311,,JWE7568,,GAUCHO GUINCHO,FORNECEDOR,MUNCK,,,,
4312,,JXP7059,,TCL,FORNECEDOR,TRUCK,,,,
4313,,OTE5780,,WILSON SONS,CLIENTE,VLEVE,,,,
4314,,OAA8262,,PARTICULAR,CLIENTE,VLEVE,,,,
4315,,JRP0767,,BRANDAO,CLIENTE,CAVMEC,,,,
4316,,QDJ5838,,PARTICULAR,PROPRIO,MOTO,,,,
4317,,CHA8810,,TRACBEL VOLVO,CLIENTE,TRUCK,,,,
4318,,PVG1773,,TRACBEL,CLIENTE,VLEVE,,,,
4319,,PYK8349,,BOMBEIROS,CLIENTE,VLEVE,,,,
4320,,QDA5250,,PARTICULAR,PROPRIO,MOTO,,,,
4321,,OME2898,,HIDRAULICA FEDERAL,PROPRIO,UTILIT,,,,
4322,,PYE2726,,TRACBEL,CLIENTE,UTILIT,,,,
4323,,CHA9531,,PARA VEICULOS,CLIENTE,TOCO,,,,
4324,,ACJ5616,,PARTICULAR,CLIENTE,BAU,,,,
4325,,JUL2846,,PARTICULAR,CLIENTE,VLEVE,,,,
4326,,NTB4097,,ELETROTECNICA PA,PROPRIO,VLEVE,,,,
4327,,JVI1526,,UBER,CLIENTE,VLEVE,,,,
4328,,MWG1760,,PARTICULAR,FORNECEDOR,CAVMEC,,,,
4329,,CZB3377,,TRANSGLOBAL ,CLIENTE,TOCO,3X4,,,
4330,,NSP4232,,PARTICULAR,PROPRIO,VLEVE,,,,
4331,,MVW7614,,BRANDAO TRANSPORTES,CLIENTE,CAVMEC,,,,
4332,,PZJ9507,,PARTICULAR,PROPRIO,VLEVE,,,,
4333,,QDF1364,,MOTO TAXI,FORNECEDOR,MOTO,,,,
4334,,PQG6084,,TRANSCOL,CLIENTE,CAVMEC,,,,
4335,,NSL9392,,TRANSCOL,CLIENTE,BAU,,,,
4336,,MQO5271,,TRANSPES MINAS,CLIENTE,CSC,,,,
4337,,GVQ6992,,TRANSPES MINAS,CLIENTE,CAVMEC,,,,
4338,,PVM9517,FIORINO,TRANSPES MINAS,CLIENTE,UTILIT,,,,
4339,,DPC8656,,BRANDAO TRANSPORTES,CLIENTE,CAVMEC,,,,
4340,,CHA9536,,MAICA DIESEL LTDA,CLIENTE,TRUCK,,,,
4341,,OTQ5650,ONIX,PARTICULAR,PROPRIO,VLEVE,,,,
4342,,HAT0603,,TRANSGLOBAL,CLIENTE,CAVMEC,,,,
4343,,GQU2932,,TRANSGLOBAL,CLIENTE,CSC,,,,
4344,,JVH3043,,MULTI ANALISE,FORNECEDOR,VLEVE,,,,
4345,,MRD9471,,FPLTRANSPORTES,CLIENTE,CAVMEC,,,,
4346,,HBC8869,,FPLTRANSPORTES,CLIENTE,CSC,,,,
4347,,CSK1728,,FPL LOGISTICA,FORNECEDOR,CAVMEC,,,,
4348,,BVR8721,,FPL LOGISTICA,FORNECEDOR,CSC,,,,
4349,,HBL8869,,FPL TRASNPORTADORA,FORNECEDOR,CSC,,,,
4350,,KFA2231,,TRANSPES MINAS,CLIENTE,CAVMEC,,,,
4351,,GVQ9395,,TRANSPES MINAS ,CLIENTE,CSC,,,,
4352,,NEP8493,,SISTENS COPY,FORNECEDOR,VLEVE,,,,
4353,,OFM9385,,PARTICULAR ,PROPRIO,VLEVE,,,,
4354,,JUR5787,,PARTUCULAR,PROPRIO,VLEVE,,,,
4355,,GVI9577,,TRANSPES MINAS,CLIENTE,CAVMEC,,,,
4356,,ODB0717,,TRANSPES MINAS,CLIENTE,CSC,,,,
4357,,OFS5201,,PARTICULAR,CLIENTE,VLEVE,,,,
4358,,NSP3065,,TAXI,FORNECEDOR,VLEVE,,,,
4359,,HBZ5714,,TRANSPES ,CLIENTE,CSC,,,,
4360,,HBZ0387,,TRANSPES,CLIENTE,CAVMEC,,,,
4361,,EJV8215,,TRANSPES,CLIENTE,CSC,,,,
4362,,HBZ5742,,TRANSPES,CLIENTE,CSC,,,,
4363,,MLQ9796,FIAT PALIO,LITORAL SERV ESCOLTA,CLIENTE,VLEVE,,,,
4364,,QDA6880,,PAULO VITOR TRANSPORTES,CLIENTE,CAVMEC,,,,
4365,,PFJ7018,,PAULO VITOR TRANSPORTES,CLIENTE,BAU,,,,
4366,,MAS7856,,OCEANIC TRANSPORTES,CLIENTE,CAVMEC,,,,
4367,,EWU2121,,OCEANIC TRANSPORTES,CLIENTE,CSC,,,,
4368,,OXJ6237,,CELPA,PROPRIO,VLEVE,,,,
4369,,OAB5084,,UIM,PROPRIO,UTILIT,,,,
4370,,QEK0008,,UIM,CLIENTE,MOTO,,,,
4371,,OBZ2629,,PARTICULAR,CLIENTE,VLEVE,,,,
4372,,OFL7085,,PARTICULAR,PROPRIO,UTILIT,VW SAVEIRO,,,
4373,,OBV3228,,GEOFORTE FUNDAÇOES,PROPRIO,MUNCK,,,,
4374,,JQV3829,,ALJ SOLUTIONS,PROPRIO,VLEVE,,,,
4375,,OTJ9221,,GEONORTE FUNDAÇOES,CLIENTE,TRUCK,,,,
4376,,PYJ0653,,MASSON RENTAL,CLIENTE,UTILIT,,,,
4377,,PXY4529,,TRANSPES,CLIENTE,CAVMEC,,,,
4378,,OTG6451,,EXTINORTE,FORNECEDOR,UTILIT,,,,
4379,,GHF4660,,TRANS LOCOMOTIVA,CLIENTE,CSC,,,,
4380,,EMU3518,734,CRUZ DE MALTA,CLIENTE,CAVMEC,,,,
4381,,DJC5436,432,CRUZ DE MALTA,CLIENTE,CSC,,,,
4382,,OTV2120,,SOLARES,CLIENTE,CSC,,,,
4383,,QDB0717,,TRANSPES,CLIENTE,CSC,,,,
4384,,HBZ3269,,TRANSPESMINAS,CLIENTE,CSC,,,,
4385,,GTB9311,,URBIS LOGISTICA,CLIENTE,3X4,,,,
4386,,MHD1561,,TRANSPES,CLIENTE,CSC,,,,
4387,,CPJ7546,,TRANSLOCOMOTIVA,CLIENTE,CAVMEC,,,,
4388,,GVQ7475,,MULTISERVICE,FORNECEDOR,TRUCK,,,,
4389,,NEI0706,,PARTICULAR,CLIENTE,CSC,,,,
4390,,PZO7558,,AC PARCERIA,CLIENTE,GUIND,,,,
4391,,ETF4105,,TRANSLOCOMOTIVA,CLIENTE,UTILIT,,,,
4392,,OTM1903,,NORTE REFRIGERACAO,CLIENTE,TOCO,3X4,,,
4393,,OBY5544,,PARTICULAR,PROPRIO,MOTO,,,,
4394,,OSZ8990,,MOTO TAXI,FORNECEDOR,MOTO,,,,
4395,,LWW3518,,PARTICULAR,FORNECEDOR,CAVMEC,,,,
4396,,KEF3619,,PARTICULAR,FORNECEDOR,BAU,,,,
4397,,EHH8180,,PARTICULA,CLIENTE,TOCO,3X4,,,
4398,,PEP8660,,PARTICULAR,FORNECEDOR,BAU,,,,
4399,,PZL5955,,PARTICULAR,CLIENTE,VLEVE,,,,
4400,,QDL3966,,PARTICULAR,FORNECEDOR,MOTO,,,,
4401,,QEU8312,,INDUSTRIAS MARONI,CLIENTE,3X4,,,,
4402,,OSX5342,,PARTICULAR,CLIENTE,VLEVE,,,,
4403,,OFM3482,,GEOFORTE FUNDAÇOES,CLIENTE,MUNCK,,,,
4404,,NUW4275,,PARTICULAR,CLIENTE,VLEVE,,,,
4405,,FXO2251,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4406,,OWS0300,,TRANS GLOBAL,CLIENTE,CAVMEC,,,,
4407,,OXG6000,,TRANS GLOBAL,CLIENTE,CSC,,,,
4408,,JUQ4174,,PARTICULAR,PROPRIO,VLEVE,,,,
4409,,OFR6625,L200,PARTICULAR,CLIENTE,UTILIT,,,,
4410,,QDU2612,,PARTICULAR,CLIENTE,MOTO,,,,
4411,,OFT9411,,SISTENCOPY,PROPRIO,VLEVE,,,,
4412,,GGR6330,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4413,,IVU3412,,TRANSPES,CLIENTE,CAVMEC,,,,
4414,,MRJ9713,,TRANSPES,CLIENTE,CSC,,,,
4415,,MRJ9712,,TRANSPES,CLIENTE,CSC,,,,
4416,,HOB4522,,PARTICULAR,CLIENTE,VLEVE,,,,
4417,,OJL0308,,PARTICULAR,CLIENTE,VLEVE,,,,
4418,,NST3734,,PARTICULAR,CLIENTE,VLEVE,,,,
4419,,JVP3286,,TRANSLOCOMOTIVA ,CLIENTE,MOTO,,,,
4420,,NEL4294,,PARTICULA,PROPRIO,VLEVE,,,,
4421,,QDA6628,,PARTICULAR,CLIENTE,VLEVE,,,,
4422,,OTT7690,,PARTICULA ,PROPRIO,VLEVE,,,,
4423,,NSK6657,,NOSSA AGUA,CLIENTE,TOCO,BAU,,,
4424,,JXB0058,,NOSSA AGUA,CLIENTE,BAU,,,,
4425,,IQM2649,,TNT LOGISTICA,CLIENTE,BAU,,,,
4426,,QDZ7499,,COPERCARGA,CLIENTE,MOTO,,,,
4427,,OHH6736,,PARTICULAR,CLIENTE,UTILIT,,,,
4428,,OTJ0451,,EXPRESSO CARGO MARABA,PROPRIO,TOCO,,,,
4429,,EJZ8133,,AZIAN COMPANI,CLIENTE,TRUCK,,,,
4430,,MLG0734,,COOPCARGA,CLIENTE,BAU,,,,
4431,,EJW4705,,TRANSLOCOMOTIVA,CLIENTE,TRUCK,,,,
4432,,JXA2054,,TCL ,PROPRIO,CSC,,,,
4433,,OTU3032,SIENA,TAXI,PROPRIO,VLEVE,,,,
4434,,JXA5122,,CARINHOSO,CLIENTE,CSC,,,,
4435,,JXA1795,,CARINHOSO,CLIENTE,CSC,,,,
4436,,JUK8486,,GOLD BRASIL,CLIENTE,TOCO,,,,
4437,,JXA5141,,CARINHOSO,CLIENTE,CSC,,,,
4438,,NOS9628,,CARINHOSO,CLIENTE,CAVMEC,,,,
4439,,JXA5142,,CARINHOSO,CLIENTE,CSC,,,,
4440,,JXA5415,,CARINHOSO,CLIENTE,CSC,,,,
4441,,JXA1793,,CARINHOSO ,PROPRIO,CSC,,,,
4442,,NSU7755,,PARTICULAR,PROPRIO,TRUCK,,,,
4443,,NCE8461,,PARTICULAR,PROPRIO,VLEVE,,,,
4444,,ADH1617,,PARTICULAR,CLIENTE,TOCO,,,,
4445,,MYL3094,,FERRO SERRA VERDE,FORNECEDOR,MUNCK,,,,
4446,,MNJ2277,,PARTICULAR,PROPRIO,CAVMEC,,,,
4447,,JXA3218,,PARTICULAR,PROPRIO,BAU,,,,
4448,,KDN5156,,CASA PENA,CLIENTE,TRUCK,,,,
4449,,JTJ3621,KOMBI,BORRACHARIA PRIMOS,CLIENTE,UTILIT,,,,
4450,,NTA1884,,PARTICULAR,CLIENTE,VLEVE,,,,
4451,,QEQ5660,,PARTICULAR,PROPRIO,VLEVE,,,,
4452,,OTF6733,,PARTICULAR,PROPRIO,VLEVE,,,,
4453,,GVP3499,,TRANSPESMINAS,CLIENTE,CSC,,,,
4454,,GVP0195,,TRANSPESMINAS,CLIENTE,CSC,,,,
4455,,OFO9681,,PARTICULAR,PROPRIO,VLEVE,,,,
4456,,FDZ3332,,ROSSETT EQUIPAMENTOS,CLIENTE,CAVMEC,,,,
4457,,EJW4352,,REVESP TRANSPORTES ,FORNECEDOR,CSC,,,,
4458,,FDZ3326,,REVESP TRANSPORTADORA,FORNECEDOR,CAVMEC,,,,
4459,,EWJ4356,,REVESP TRANSPORTES ,FORNECEDOR,CSC,,,,
4460,,FDZ3334,,REVESP TRANSPORTES,FORNECEDOR,CAVMEC,,,,
4461,,EWJ4354,,REVESP TRANSPORTES ,FORNECEDOR,CSC,,,,
4462,,PUF9812,,TRANSPES,CLIENTE,CEGSC,PRANCHA ,,,
4463,,NGJ2412,,TRANSBRAZ,CLIENTE,CAVMEC,,,,
4464,,BWY9901,,TRANSBRAZ,CLIENTE,CSC,,,,
4465,,HBZ3120,,TRANSPES MINAS,CLIENTE,CSC,,,,
4466,,HBZ3843,,TRANSPES MINAS,CLIENTE,CAVMEC,,,,
4467,,GVP3501,,TRANSPES MINAS,CLIENTE,CSC,,,,
4468,,QEY0362,,REDE CELPA,FORNECEDOR,MOTO,,,,
4469,,PUE3839,,TRANSPES MINAS,CLIENTE,CSC,,,,
4470,,PUF5813,,TRANSPES MINAS,CLIENTE,CSC,,,,
4471,,NST3982,,PARTICULAR,CLIENTE,VLEVE,,,,
4472,,NSL8464,,PARTICULAR,FORNECEDOR,UTILIT,,,,
4473,,PYL9979,,CELT ENGENHARIA,CLIENTE,TOCO,LINHA VIVA,,,
4474,,NSH2368,,PARTICULAR,PROPRIO,UTILIT,,,,
4475,,PZP8373,,AC PARCERIA ,CLIENTE,TOCO,,,,
4476,,JVT6609,,ROLPAF,CLIENTE,TOCO,,,,
4477,,QDC9900,,PARTICULAR,PROPRIO,VLEVE,,,,
4478,,FCG0174,,SOUZA CRUZ ,CLIENTE,UTILIT,,,,
4479,,OML9830,,TAXI,FORNECEDOR,VLEVE,,,,
4480,,FGL0363,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4481,,ICP0859,,OCEANIC TRANSPORTES,CLIENTE,CSC,,,,
4482,,EBH6965,VECTRA,ITAUPU NORTE,CLIENTE,VLEVE,,,,
4483,,NGG9273,1540,LINAVE,PROPRIO,BAU,,,,
4484,,OFN9500,,PARTICULAR,FORNECEDOR,VLEVE,,,,
4485,,DPF1919,,OCEANIC,FORNECEDOR,CSC,,,,
4486,,NSM9926,,PARTICULAR,PROPRIO,VLEVE,,,,
4487,,PXG3122,,URBE,FORNECEDOR,VLEVE,,,,
4488,,JUW1523,,PARTICULAR,PROPRIO,VLEVE,,,,
4489,,CPJ7699,,TBA LOGISTICA,FORNECEDOR,CAVMEC,,,,
4490,,IUH6368,,TBA LOGISTICA,FORNECEDOR,CSC,,,,
4491,,KRZ0844,,PARTICULAR,CLIENTE,VLEVE,,,,
4492,,QDC8523,,PARTICULAR,FORNECEDOR,MOTO,,,,
4493,,ETF4872,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4494,,ETU3443,,TRANSPES MINAS,CLIENTE,VLEVE,,,,
4495,,HBZ7512,,TRASNPES MINAS,FORNECEDOR,CAVMEC,,,,
4496,,NSV6615,,AUTO SOCORRO LIMA ,FORNECEDOR,TOCO,PLATAFORMA ,,,
4497,,NSQ6810,BROZ,SESMA,FORNECEDOR,MOTO,,,,
4498,,JUZ4362,FOX,CA REFRIGERACAO,FORNECEDOR,VLEVE,,,,
4499,,QDO6741,PEUGEOT,LUBRIFIC,CLIENTE,VLEVE,,,,
4500,,MWM2275,1111,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4501,,GEN8108,GE8108,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4502,,JTT9908,418,PARTICULAR,PROPRIO,CSC,,,,
4503,,HYI9654,,PARTICULAR,FORNECEDOR,CAVMEC,,,,
4504,,HWU8484,,PARTICULAR,FORNECEDOR,CSC,,,,
4505,,HWU7744,,PARTICULAR,FORNECEDOR,CSC,,,,
4506,,PWF7533,,RAPIDO LACERDA,FORNECEDOR,CAVMEC,,,,
4507,,PWF7535,,RAPIDO LACERDA,FORNECEDOR,CSC,,,,
4508,,QEH8360,,NORTE FIRE,FORNECEDOR,UTILIT,,,,
4509,,JVQ6728,,TUDO LAMPADAS,FORNECEDOR,VLEVE,,,,
4510,,JUI2957,,PARTICULAR,PROPRIO,VLEVE,,,,
4511,,HBZ0593,,TRANSPES MINAS,CLIENTE,CSC,,,,
4512,,GAZ2611,,TRANSLOCOMOTIVA,CLIENTE,CAVMEC,,,,
4513,,GJY6660,,TRANS LOCOMOTIVA,CLIENTE,CAVMEC,,,,
4514,,NSH1960,PALIO ,AMAZON MAQ,PROPRIO,UTILIT,,,,
4515,,CKH0519,,VISAR LOGISTICA E TRANSPORTE,FORNECEDOR,BAU,,,,
4516,,JXA2355,,CIDADE LIMPA,PROPRIO,CAVMEC,,,,
4517,,HMI9609,,TRANSPES MINAS,CLIENTE,CSC,,,,
4518,,GTR6112,,TRASNPES MINAS,CLIENTE,CAVMEC,,,,
4519,,HBZ2914,,TRASNPES MINAS,CLIENTE,CSC,,,,
4520,,ORR6000,,TRANS PINHEIRO,FORNECEDOR,CAVMEC,,,,
4521,,PIA2503,,TRANS PINHEIRO,FORNECEDOR,CSC,,,,
4522,,CGS6747,,AGREGADO TRANSPES ,CLIENTE,CAVMEC,,,,
4523,,GVQ3694,,TRANSPES,CLIENTE,CSC,,,,
4524,,GSH3020,,TRANSPES,CLIENTE,CAVMEC,,,,
4525,,HIM3078,,TRANSPES,CLIENTE,CSC,,,,
4526,,QDI1957,FAN,KL LOGISTICA,CLIENTE,MOTO,,,,
4527,,OFN2618,FAN,MARTAN PRESENTE,CLIENTE,MOTO,,,,
4528,,QPI2135,,EXPRESSO CARGO MARABA,PROPRIO,UTILIT,,,,
4529,,CPJ2039,,TRASNLOCOMOTIVA,CLIENTE,CSC,,,,
4530,,PQG6044,,TRANSCOL TRANSPORTES,CLIENTE,CAVMEC,,,,
4531,,ONK5671,,TRANSCOL TRANSPORTES,CLIENTE,BAU,,,,
4532,,OTL0273,,EDICON ENERGIA,CLIENTE,UTILIT,,,,
4533,,OTR1063,,EDICON ENERGIA ,CLIENTE,UTILIT,,,,
4534,,QDA1869,,EDICON ENERGIA,CLIENTE,VLEVE,,,,
4535,,HNF6255,,BASTOS AUTO PEÇAS,FORNECEDOR,UTILIT,,,,
4536,,QDV1459,,MAKEL,CLIENTE,VAN,,,,
4537,,QDE5201,,PARTICULAR,PROPRIO,VLEVE,,,,
4538,,BYH4864,286,TNT MERCURIO,FORNECEDOR,BAU,,,,
4539,,QDC4906,,BRANDAO,CLIENTE,CAVMEC,,,,
4540,,JVG3171,,PARTICULA,CLIENTE,VLEVE,,,,
4541,,BWA6181,,TRANSMACHO,CLIENTE,CAVMEC,,,,
4542,,QQJ4264,,PARTICULAR,CLIENTE,VLEVE,,,,
4543,,EMU3516,,CRUZ DE MALTA,CLIENTE,CAVMEC,,,,
4544,,OFQ9348,PALIO,PARTICULAR,PROPRIO,VLEVE,,,,
4545,,JWN5467,8478,TCL,CLIENTE,BAU,,,,
4546,,OTV3719,SAVEIRO,FARMACIA SANTO ANTONIO,FORNECEDOR,UTILIT,,,,
4547,,NVO2084,,TRANS SUIÇA,CLIENTE,CAVMEC,,,,
4548,,OWU0717,,TRANS SUIÇA,CLIENTE,CSC,,,,
4549,,JTP4051,,CRUZ DE MALTA,CLIENTE,CAVMEC,,,,
4550,,EWU3868,,CRUZ DE MALTA,CLIENTE,CSC,,,,
4551,,GRA1324,,PARTICULAR ,CLIENTE,CAVMEC,,,,
4552,,BXF2875,6253,PARTICULAR ,PROPRIO,CEGSC,,,,
4553,,PZL1788,,OI TELEFONICA ,PROPRIO,VLEVE,,,,
4554,,PZL1814,,REDE CONECTA ,PROPRIO,VLEVE,,,,
4555,,PZL1801,,REDE CONECTA,PROPRIO,VLEVE,,,,
4556,,PZL1783,,REDE CONECTA,PROPRIO,VLEVE,,,,
4557,,HIM1845,,TRANSPES,CLIENTE,CAVMEC,,,,
4558,,OQP3520,,TRANSPES,CLIENTE,CSC,PLATAFORMA,,,
4559,,CYR3053,,CRUZ DE MALTA,CLIENTE,CAVMEC,,,,
4560,,BYH0620,,CRUZ DE MALTA,CLIENTE,CSC,PLATAFORMA ,,,
4561,,CYR2805,,CRUZ DE MALTA ,CLIENTE,CAVMEC,,,,
4562,,DJC1747,,CRUZ DE MALTA ,CLIENTE,CSC,PLATAFORMA ,,,
4563,,CDL9812,,CRUZ DE MALTA ,CLIENTE,CSC,PLATAFORMA ,,,
4564,,OTJ0551,,EXPRESSO MARABA ,FORNECEDOR,TRUCK,,,,
4565,,GGZ0698,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4566,,FQH0401,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4567,,EJW4821,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4568,,CZX2033,604,CRUZ DE MALTA,CLIENTE,CAVMEC,,,,
4569,,DJF1194,604,CRUZ DE MALTA,CLIENTE,CSC,,,,
4570,,CYR3082,110,CRUZ DE MALTA,CLIENTE,CAVMEC,,,,
4571,,CPR3028,458,CRUZ DE MALTA,CLIENTE,CSC,,,,
4572,,DBL8879,,TRANSPES,CLIENTE,CAVMEC,,,,
4573,,EQU5619,,TRANSPES,CLIENTE,CSC,,,,
4574,,OXD2292,,TRANSPES,CLIENTE,CAVMEC,,,,
4575,,OBX7558,,TERRA PERFURAÇÕES,PROPRIO,UTILIT,,,,
4576,,NST0273,,SESMA,PROPRIO,VLEVE,,,,
4577,,NSH6682,,PARTICULAR,FORNECEDOR,MOTO,,,,
4578,,HOC5945,,TRANSPES,CLIENTE,CSC,,,,
4579,,GAX4083,,TRANSPES,CLIENTE,CAVMEC,,,,
4580,,HBZ5517,,TRANSPES,CLIENTE,CSC,,,,
4581,,EWU5613,24411,PRUDENTE ESCOLTA,CLIENTE,VLEVE,,,,
4582,,CUA6133,,SERVEPORTO,CLIENTE,CAVMEC,,,,
4583,,NRK1253,,SERVEPORTO,CLIENTE,CSC,,,,
4584,,GVQ5019,,TT TRANSPORTES EIRELLI,CLIENTE,CAVMEC,,,,
4585,,ANM9060,,TT TRANSPORTES,CLIENTE,CSC,,,,
4586,,ATT3077,,JHONIS TONIOLO,CLIENTE,CAVMEC,,,,
4587,,AAT5013,,JHONIS TOLIOLO,CLIENTE,CSC,,,,
4588,,MUI6757,,SERVEPORTO,CLIENTE,CAVMEC,,,,
4589,,JUN1050,,SERVEPORTO,CLIENTE,CSC,,,,
4590,,QDE5758,VOYAGE,PORTO DO CIMENTO,PROPRIO,VLEVE,,,,
4591,,OBY6411,AMAROC,PARTICULAR,PROPRIO,UTILIT,,,,
4592,,OBT5347,VOYAGE,KSB BOMBAS ,PROPRIO,VLEVE,,,,
4593,,JUE2468,,PARTICULAR,PROPRIO,VLEVE,,,,
4594,,EUY3706,,PARTICULAR,PROPRIO,VLEVE,,,,
4595,,FXG0086,,TRANSLOCOMOTIVA,CLIENTE,CSC,,,,
4596,,PZP7905,,AC PARCERIA,CLIENTE,TOCO,,,,
4597,,JVJ9126,,PORTUGAL DISCARTAVES,FORNECEDOR,UTILIT,,,,
4598,,NSO5454,CRV,PARTICULAR,PROPRIO,UTILIT,,,,
4599,,MCX4683,,TRANSCOM SILVA,FORNECEDOR,CAVMEC,,,,
4600,,BWS3352,1146,SADA TRANSPORTES,CLIENTE,CEGSC,,,,
4601,,OTK9452,,MADETINTAS ,FORNECEDOR,TOCO,3X4,,,
4602,,OTB5776,KOMBI,TOLDOS E  CIA ,FORNECEDOR,UTILIT,,,,
4603,,OFJ4763,,PARTICULAR,CLIENTE,VLEVE,,,,
4604,,JUT0745,MONTANA,PARTICULAR,CLIENTE,UTILIT,,,,
4605,,OTC5634,,TRR RODA VIVA,FORNECEDOR,TOCO,TANQUE,,,
4606,,QDW7170,,PARTICULAR,PROPRIO,UTILIT,,,,
4607,,QDM9819,,LYON,PROPRIO,VLEVE,,,,
4608,,QDS4268,,PARTICULAR,PROPRIO,UTILIT,,,,
4609,,JUM6617,,CIDADE LIMPA,FORNECEDOR,3X4,,,,
4610,,NSG7257,UNO,THIENG,CLIENTE,VLEVE,,,,
4611,,CPR5324,,CONSTRUNORTE,CLIENTE,CAVMEC,,,,
4612,,JWQ7862,,CONSTRUNORTE,CLIENTE,CSC,,,,
4613,,OTO0106,,FORTINTAS,FORNECEDOR,UTILIT,,,,
4614,,EJW4353,,REVESP TRASNPORTES,FORNECEDOR,CSC,,,,
4615,,NSG9647,,PARTICULAR,PROPRIO,MOTO,,,,
4616,,MVK2328,,PARA AMAPA COMPENSADOS,FORNECEDOR,TRUCK,,,,
4617,,QDP6826,,BRANDAO TRANSPORTES,CLIENTE,CAVMEC,,,,
4618,,LRW1H32,31681,CATTANI,PROPRIO,ONIBUS,,,,
4619,,EJW4643,,TRANS LOCOMOTIVA,CLIENTE,CSC,,,,
4620,,QDL4341,GOL,DETRAN ,PROPRIO,VLEVE,,,,
4621,,OXX1639,,TCM TRANSPORTES,FORNECEDOR,TRUCK,PLATAFORMA,,,
4622,,QEX0680,GOL,OFICIAL DE JUSTICA,PROPRIO,VLEVE,,,,
4623,,NSL4609,,PARTICULAR,FORNECEDOR,MOTO,,,,
4624,,IRN2293,1062,AUTO PORT,CLIENTE,CAVMEC,,,,
4625,,MSO3043,1062,AUTO PORT ,CLIENTE,CEGSC,,,,
4626,,OFS5453,GOL,PARTICULAR,PROPRIO,VLEVE,,,,
4627,,OTO0881,ECO SPORT,PARTICULAR,PROPRIO,UTILIT,,,,
4628,,QDU7383,,PARTICULAR,PROPRIO,MOTO,,,,
4629,,OXK1639,,GRUPO TCM,FORNECEDOR,TRUCK,,,,
4630,,LFK6173,,PARTICULAR,PROPRIO,VLEVE,,,,
4631,,QDU5540,,PARTICULAR,PROPRIO,VLEVE,,,,
