ZZ3_IDEQU,ZZ3_FILIAL,ZZ3_PLACA,ZZ3_FROTA ,ZZ3_EMPEQU,ZZ3_POSSE,ZZ3_TIPEQU,ZZ3_OBS,ZZ3_DATDIG,D_E_L_E_T_,R_E_C_N_O_
10307,,AAR2683,,PARTICULAR,PROPRIO,CAVMEC,,,,
10308,,AEK9414,,PARTICULAR,PROPRIO,CSC,,,,
10309,,AHD4383,,PARTICULAR,PROPRIO,CAVMEC,,,,
10310,,AFH4668,,PARTICULAR,PROPRIO,CSC,,,,
10311,,MBG0750,,PARTICULAR,PROPRIO,CAVMEC,,,,
10312,,MGH0916,,PARTICULAR,PROPRIO,CSC,,,,
10313,,OTZ8017,,PARTICULAR,PROPRIO,VLEVE,,,,
10314,,OBU0244,,PARTICULAR,PROPRIO,VLEVE,,,,
10315,,JUV0664,,PARTICULAR,PROPRIO,CAVMEC,,,,
10316,,KQL7159,,UNIRIOS ,PROPRIO,CAVMEC,,,,
10317,,JUO7836,,UNIRIOS,PROPRIO,BAU,,,,
10318,,JUO7996,,UNIRIOS,PROPRIO,BAU,,,,
10319,,DQJ6819,,EXPRESSO VALE,PROPRIO,3X4,BAU,,,
10320,,CZB4473,,UNIRIOS,PROPRIO,CSC,,,,
10321,,ABC0242,,UNIRIOS,PROPRIO,CSC,,,,
10322,,NEO8009,,MUNCK JACARE,PROPRIO,MUNCK,,,,
10323,,QEL2664,,PARTICULAR,PROPRIO,VLEVE,,,,
10324,,OCY8788,,PARTICULAR,PROPRIO,VLEVE,,,,
10325,,OPG8286,,FERREIRA OLIVEIRA TRANSP,PROPRIO,TRUCK,,,,
10326,,QET7159,,URB,PROPRIO,VLEVE,,,,
10327,,JHH7631,,RSA NAVAL,PROPRIO,VLEVE,,,,
10328,,EVO0747,,PARTICULAR,PROPRIO,BAU,TOCO,,,
10329,,ILP7116,,UNIRIOS,PROPRIO,BAU,,,,
10330,,BBI4275,,AIR LIQUIDE,PROPRIO,VLEVE,,,,
10331,,PWB4670,,PARTICULAR ,PROPRIO,VLEVE,,,,
10332,,QES4314,,PARTICULAR,PROPRIO,MOTO,,,,
10333,,GFN3663,,PARTICULAR,PROPRIO,CSC,LONADA,,,
10334,,HIA2346,,PARTICULA,PROPRIO,TRUCK,,,,
10335,,FMW5719,,ANDRADE GUTIERREZ,PROPRIO,MUNCK,,,,
10336,,FLK6700,,ANDRADE GUTIERREZ,PROPRIO,MUNCK,,,,
10337,,NOS2750,CBR600,PARTICULAR,PROPRIO,MOTO,,,,
10338,,NSL6856,,PARTICULAR,PROPRIO,VLEVE,,,,
10339,,HBZ4957,,HAGAM TRANSPORTES,PROPRIO,CAVMEC,,,,
10340,,GIP6831,,PARTICIULAR,PROPRIO,CSC,,,,
10341,,GVP6831,,HAGAM TRANSPORTES,PROPRIO,CSC,,,,
10342,,QEW3257,,PARTICULAR,PROPRIO,VLEVE,,,,
10343,,OTA2200,,MMDISTRIBUIDORA,PROPRIO,MOTO,,,,
10344,,DTB0368,1187,UNIRIOS,PROPRIO,BAU,,,,
10345,,QDO0794,,PARTICULAR,PROPRIO,MOTO,,,,
10346,,NTC7716,,PARTICULAR,PROPRIO,VLEVE,,,,
10347,,MLY0812,,PARTICULAR,PROPRIO,TRUCK,,,,
10348,,OEQ2478,,PARTICULAR,PROPRIO,CAVMEC,,,,
10349,,JOE1G41,,PARTICULAR,PROPRIO,CSC,,,,
10350,,JOE1G20,,PARTICULAR,PROPRIO,CSC,,,,
10351,,DHC5140,,PARTICULAR,PROPRIO,CAVMEC,,,,
10352,,OHH4471,,PARTICULAR,PROPRIO,CSC,,,,
10353,,MTG1877,,PARTICULAR,PROPRIO,CAVMEC,,,,
10354,,PJM8565,,PARTICULAR,PROPRIO,CSC,,,,
10355,,DVS0935,,PARTICULAR,PROPRIO,TRUCK,,,,
10356,,PUQ9312,,PARTICULAR,PROPRIO,CAVMEC,,,,
10357,,PUU0616,,PARTICULAR,PROPRIO,CSC,,,,
10358,,QDC5457,,PARTICULAR,PROPRIO,VLEVE,,,,
10359,,QEB4885,ARGO,PARTICULAR,PROPRIO,VLEVE,,,,
10360,,JUP1934,,PARTICULAR,PROPRIO,CSC,,,,
10361,,JTS0988,,PARTICULAR,PROPRIO,CAVMEC,,,,
10362,,GRN5742,,PARTICULAR,PROPRIO,CSC,,,,
10363,,AOI6793,,PARTICULAR,PROPRIO,CAVMEC,,,,
10364,,RIZ7204,,PARTICULAR,PROPRIO,CSC,,,,
10365,,HPZ0787,,WAB TRACTOR,PROPRIO,UTILIT,,,,
10366,,OYS9423,,ANDRADE GUTIEERE,PROPRIO,MUNCK,,,,
10367,,ATX4300,,PARTICULAR,PROPRIO,CAVMEC,,,,
10368,,MPW9180,,PARTICULAR,PROPRIO,BAU,,,,
10369,,QEW5885,,PARTICULAR,PROPRIO,VLEVE,,,,
10370,,MTS8906,,PARTICULAR,PROPRIO,CAVMEC,,,,
10371,,OTS9102,,PARTICULAR,PROPRIO,VLEVE,,,,
10372,,OSY1326,,PARTICULAR,PROPRIO,VLEVE,,,,
10373,,QEO5442,,PARTICULAR,PROPRIO,MOTO,,,,
10374,,NST9467,,PARTICULAR,PROPRIO,VLEVE,,,,
10375,,OTD2328,15,TAXI,PROPRIO,VLEVE,,,,
10376,,HDI7329,,PARTICULAR,PROPRIO,CAVMEC,,,,
10377,,PSC9001,,PARTICULAR,PROPRIO,VLEVE,,,,
10378,,JTK7318,,WEB TRACTOR,PROPRIO,UTILIT,,,,
10379,,QEF8297,,MAGNOS PEÇAS,PROPRIO,UTILIT,,,,
10380,,QPE6686,,AC PARCERIA,PROPRIO,UTILIT,,,,
10381,,MLO9888,,WEB TRACTO,PROPRIO,UTILIT,,,,
10382,,QOD5133,,PARTICULAR,PROPRIO,VLEVE,,,,
10383,,JVH2242,,WEB TRACTOR,PROPRIO,VLEVE,,,,
10384,,QDX0766,,PARTICULAR,PROPRIO,VLEVE,,,,
10385,,JUP1698,,PARTICULAR,PROPRIO,BAU,TRUK,,,
10386,,QQF4347,,TELEMATICA,PROPRIO,VLEVE,,,,
10387,,NTB7199,,PARTICULAR,PROPRIO,UTILIT,,,,
10388,,HJI1202,HILUX,PARTICULAR,PROPRIO,UTILIT,,,,
10389,,NSH1896,,PARTICULAR,PROPRIO,VLEVE,,,,
10390,,BKO3219,,PARTICULAR,PROPRIO,TRUCK,,,,
10391,,QEB9404,,PARTICULAR,PROPRIO,UTILIT,,,,
10392,,GDL0057,,PARTICULAR,PROPRIO,VLEVE,,,,
10393,,DGB6590,,PARTICULAR,PROPRIO,UTILIT,,,,
10394,,QNW9373,,PARTICULAR,PROPRIO,TRUCK,,,,
10395,,QEK9735,,PARTICULAR,PROPRIO,UTILIT,,,,
10396,,JVU0560,,LEO CAR,PROPRIO,VLEVE,,,,
10397,,OSW4014,,SCANIA ,PROPRIO,UTILIT,,,,
10398,,EKL0172,,PARTICULAR,PROPRIO,CSC,,,,
10399,,NTA7927,,PARTICULAR,PROPRIO,VLEVE,,,,
10400,,QDZ9468,,LOCALIZA,PROPRIO,UTILIT,,,,
10401,,OTO6594,,LINAVE,PROPRIO,VLEVE,,,,
10402,,QEX0077,,PARTICULAR,PROPRIO,UTILIT,,,,
10403,,OSX6518,,SICOOB,PROPRIO,VLEVE,,,,
10404,,OFM1327,,AC PARECIA,PROPRIO,UTILIT,,,,
10405,,OFI9134,,PARTICULAR,PROPRIO,UTILIT,,,,
10406,,JTY6143,,PARTICULAR,PROPRIO,VLEVE,,,,
10407,,QPZ7511,,PARTICULAR,PROPRIO,VLEVE,,,,
10408,,HPC4934,,ANDRADE GUTIERREZ,PROPRIO,UTILIT,GEEP,,,
10409,,OSZ0237,,PARTICULAR,PROPRIO,VLEVE,,,,
10410,,OAY1887,,CASA DO BORRACHEIRO,PROPRIO,MOTO,,,,
10411,,GYB3913,,PARTICULAR,PROPRIO,CAVMEC,,,,
10412,,GWI8424,,PARTICULAR,PROPRIO,CSC,,,,
10413,,NSR6865,,KOPAL DIST. COMBUSTIVEL,PROPRIO,TRUCK,TANQUE,,,
10414,,JUM6993,,TUDOR DIST. BATERIAS,PROPRIO,TRUCK,,,,
10415,,QEI4688,,PARTICULAR,PROPRIO,VLEVE,,,,
10416,,KWW6597,,PARTICULAR,PROPRIO,VLEVE,,,,
10417,,QOS7667,,PARTICULAR,PROPRIO,VLEVE,,,,
10418,,OTP0767,,PARTICULAR,PROPRIO,VLEVE,,,,
10419,,QDV7967,HANGE,PARTICULAR,PROPRIO,UTILIT,,,,
10420,,QDC2039,,REI DA BATERIA,PROPRIO,VLEVE,,,,
10421,,AUI7594,,PARTICILAR,PROPRIO,CAVMEC,,,,
10422,,NZY8415,,PARTICULAR,PROPRIO,CSC,,,,
10423,,PML2297,,PARTICULAR,PROPRIO,TRUCK,,,,
10424,,KLB6838,,PARTICULAR,PROPRIO,TRUCK,,,,
10425,,KIH0460,,ANDRADE GUTIEERI,PROPRIO,UTILIT,,,,
10426,,LYR5108,,PARTICULAR,PROPRIO,CAVMEC,,,,
10427,,LXC7608,,PARTICULAR,PROPRIO,CSC,,,,
10428,,JUL8629,,PARTICULAR,PROPRIO,TRUCK,BAU,,,
10429,,QPS7568,PRISMA,PARTICULA,PROPRIO,VLEVE,,,,
10430,,QDY0275,ONIX,PARTICULAR,PROPRIO,VLEVE,,,,
10431,,QDS6478,UPI,UBER,PROPRIO,VLEVE,,,,
10432,,QDR5485,FORD KA,UBER,PROPRIO,VLEVE,,,,
10433,,MTA8536,,AC PARCERIA,PROPRIO,TRUCK,CACAMBA,,,
10434,,NSH5391,,PARTICULAR,PROPRIO,VLEVE,,,,
10435,,QDB5016,,PARTICULAR,PROPRIO,VLEVE,,,,
10436,,DBK7076,,PARTICULAR,PROPRIO,VLEVE,,,,
10437,,GED1373,,PARTICULAR,PROPRIO,VLEVE,,,,
10438,,QPB5906,,ALLONDA,PROPRIO,UTILIT,,,,
10439,,QPL2491,GOL,PARTICULAR,PROPRIO,VLEVE,,,,
10440,,OTS7882,,PARTICULAR,PROPRIO,TRUCK,PRANCHA,,,
10441,,NSK1127,,PARTICULAR,PROPRIO,TOCO,,,,
10442,,NRJ2125,,LWART LUBRIFICANTES,PROPRIO,TRUCK,TANQUE,,,
10443,,JZQ9602,,PARTICULAR,PROPRIO,CAVMEC,,,,
10444,,JYW3418,,PARTICULAR,PROPRIO,CSC,,,,
10445,,JTT1101,,PARTICULAR,PROPRIO,VLEVE,,,,
10446,,HUB6508,,PARTICULAR,PROPRIO,TRUCK,BAU,,,
10447,,JJZ7372,,PARTICULAR,PROPRIO,TRUCK,BAU,,,
10448,,MCK4293,,PARTICULAR,PROPRIO,TRUCK,BAU,,,
10449,,JVA5096,,VERBRAS TRANSPORTES,PROPRIO,MUNCK,,,,
10450,,PVO8579,,PARTICULAR,PROPRIO,UTILIT,,,,
10451,,BWG0218,,PARTICULAR,PROPRIO,CAVMEC,,,,
10452,,BTT0795,,PARTICULAR,PROPRIO,CSC,,,,
10453,,NBC6985,,PARTICULAR,PROPRIO,CAVMEC,,,,
10454,,QOD0767,,PARTICULAR,PROPRIO,VLEVE,,,,
10455,,QFL0520,,ANDRADE GUTIEERRE,PROPRIO,MUNCK,,,,
10456,,PMY6527,,PARTICULAR,PROPRIO,TRUCK,,,,
10457,,OZR7162,,PARTICULAR,PROPRIO,TRUCK,,,,
10458,,OZK2176,,PARTICULAR,PROPRIO,TRUCK,,,,
10459,,QDU7495,,HIDROVIAS DO BRASIL,PROPRIO,VLEVE,,,,
10460,,OPC0560,,PARTICULAR,PROPRIO,CAVMEC,,,,
10461,,IAG2221,,PARTICULAR,PROPRIO,VLEVE,,,,
10462,,JVY5422,,NORTE ACRILICO,PROPRIO,TOCO,,,,
10463,,AEX6483,,ELETROGERAL,PROPRIO,MOTO,,,,
10464,,QEY3475,,PARTICULAR,PROPRIO,MOTO,,,,
10465,,KNA5508,,PARTICULAR,PROPRIO,VLEVE,,,,
10466,,QEW6278,,PARTCULAR,PROPRIO,VLEVE,,,,
10467,,KYV6336,,PARTICULAR,PROPRIO,TRUCK,,,,
10468,,KNO5508,,PARTICULAR,PROPRIO,VLEVE,,,,
10469,,GHJ8217,,GUADALUPE,PROPRIO,CAVMEC,,,,
10470,,CLU3237,,GUADALUPE,PROPRIO,CSC,,,,
10471,,QER7805,,ANTEQ,PROPRIO,VLEVE,,,,
10472,,QDZ4423,,REDE CELPA,PROPRIO,MOTO,,,,
10473,,NSY8759,,PARTICULAR,PROPRIO,UTILIT,,,,
10474,,HZY7334,,PARTICULAR,PROPRIO,TRUCK,,,,
10475,,GUP3194,,RETIFICA MINEIRO,PROPRIO,UTILIT,,,,
10476,,QDD1760,,PARTICULAR,PROPRIO,VLEVE,,,,
10477,,OTN8658,,SABDIESEL,PROPRIO,UTILIT,,,,
10478,,GPC7972,,PARTICULAR,PROPRIO,CAVMEC,,,,
10479,,JYU7780,,PARTICULAR,PROPRIO,CAVMEC,,,,
10480,,QQB0068,PEGEUO,PARTICULAR,PROPRIO,VLEVE,,,,
10481,,OBU2308,,AC PARCERIA,PROPRIO,MUNCK,,,,
10482,,OLH1299,,PARTICULAR,PROPRIO,CAVMEC,,,,
10483,,KET7792,,PARTICULAR,PROPRIO,CSC,,,,
10484,,KET5682,,PARTICULAR,PROPRIO,CSC,,,,
10485,,GHN4029,,LOGBR LOGISTICA,PROPRIO,CSC,,,,
10486,,NSU4110,,PARTICULAR,PROPRIO,TOCO,,,,
10487,,OTK8898,,PARTICULAR,PROPRIO,VLEVE,,,,
10488,,JVJ6382,,NORTE BEM SERVIÇOS,PROPRIO,VLEVE,,,,
10489,,JUH6546,,PARTICULAR,PROPRIO,VLEVE,,,,
10490,,OFO5342,,PARTICULAR,PROPRIO,VLEVE,,,,
10491,,EWU3464,,PARTICULAR,PROPRIO,UTILIT,VAN,,,
10492,,JZE0890,,PARTICULAR,PROPRIO,CAVMEC,,,,
10493,,BTR4044,,PARTICULAR,PROPRIO,CSC,,,,
10494,,QEK7155,,ITAIPU NORTE,PROPRIO,UTILIT,,,,
10495,,QDK3831,,PARTICULAR,PROPRIO,MOTO,,,,
10496,,BXF1935,,PARTICULAR,PROPRIO,CAVMEC,,,,
10497,,BMD0856,,PARTICULAR,PROPRIO,BAU,,,,
10498,,PAY8333,,PARTICULAR,PROPRIO,VLEVE,,,,
10499,,OFI8244,,PARTICULAR,PROPRIO,UTILIT,,,,
10500,,ABG3609,,AJB TRANSPORTES,PROPRIO,CAVMEC,,,,
10501,,ACG5053,,PARTICULAR,PROPRIO,CSC,,,,
10502,,AIO0927,,PARTICULAR,PROPRIO,TRUCK,,,,
10503,,KJQ8870,,PARTICULAR,PROPRIO,CAVMEC,,,,
10504,,HRS2250,,PARTICULAR,PROPRIO,CSC,,,,
10505,,ONU7293,,LC LOCACAO',PROPRIO,TRUCK,BAU,,,
10506,,JJC2772,,PARTICULAR,PROPRIO,CAVMEC,,,,
10507,,ADX6527,,PARTICULAR,PROPRIO,CSC,,,,
10508,,JTQ2395,,PARTICULAR,PROPRIO,VLEVE,,,,
10509,,PZN6546,,JS AUTOPEÇAS,PROPRIO,VLEVE,,,,
10510,,JVN9842,,PARTICULAR,PROPRIO,MOTO,,,,
10511,,LWP3828,,PARTICULAR,PROPRIO,TRUCK,,,,
10512,,PMQ1070,,PARTICULA,PROPRIO,BAU,,,,
10513,,PMQ1070,,PARTICULA,PROPRIO,BAU,,,,
10514,,OHX6832,,PARTICULA,PROPRIO,BAU,,,,
10515,,QPI0249,VOYAGE,URB,PROPRIO,VLEVE,,,,
10516,,OTP8446,,EXPRESSO MARABA,PROPRIO,BAU,,,,
10517,,QEM5426,,EXPRESSO VALE,PROPRIO,TRUCK,BAU,,,
10518,,QPB1784,,MARTINHO TRANSPORTES,PROPRIO,TRUCK,,,,
10519,,NTB9571,SIENA,URB,PROPRIO,VLEVE,,,,
10520,,OTE2433,,PARTICULAR,PROPRIO,VLEVE,,,,
10521,,QDB8406,,PARTICULAR,PROPRIO,UTILIT,,,,
10522,,PFJ8937,,PARTICULAR,PROPRIO,VLEVE,,,,
10523,,QNL7641,PRISMA,UBER,PROPRIO,VLEVE,,,,
10524,,NFB5358,HILUX,PARTICULAR,PROPRIO,UTILIT,,,,
10525,,OBU2258,,AC PARCERIA,PROPRIO,TRUCK,,,,
10526,,NIA8536,,AC PARCERIA,PROPRIO,TRUCK,BASCULANTE,,,
10527,,QEL5559,,PARTICULAR,PROPRIO,UTILIT,,,,
10528,,FWU3870,,PARTICULAR,PROPRIO,VLEVE,,,,
10529,,OTR1079,,GRANDE BELEM,PROPRIO,MOTO,,,,
10530,,PHP3099,,RCM FORMENTOS,PROPRIO,VLEVE,,,,
10531,,QEQ6618,FRONTIE,PARTICULAR,PROPRIO,UTILIT,,,,
10532,,QEW6088,HAILUX,NR EMPREEDIMENTOS,PROPRIO,UTILIT,,,,
10533,,QDA3821,,BARROS NAVEGAÇAO,PROPRIO,VLEVE,,,,
10534,,OFR3019,,PARTICULAR,PROPRIO,UTILIT,,,,
10535,,NXZ2706,16,A.C PARCERIA E TERRAPLANGEM,PROPRIO,CSC,TANQUE,,,
10536,,AUK6854,,FUGRO INSITU GEOTECNIA,PROPRIO,TRUCK,BAU,,,
10537,,OME2246,,FOX LOG,PROPRIO,CAVMEC,,,,
10538,,OOX7169,,PARTICULAR,PROPRIO,CSC,,,,
10539,,OTA9669,,DCLM,PROPRIO,VLEVE,,,,
10540,,OFM1536,,PARTICULAR,PROPRIO,VLEVE,,,,
10541,,GRQ1989,GOL,DCML,PROPRIO,VLEVE,,,,
10542,,JUX8095,,SALMACGUNICHOS,PROPRIO,MUNCK,,,,
10543,,FEJ6655,,PARTICULR,PROPRIO,CAVMEC,,,,
10544,,LZD0700,,PARTICULAR,PROPRIO,BAU,,,,
10545,,GRA1790,,UNIRIOS,PROPRIO,BAU,,,,
10546,,QEL9547,,FARMACIA SANTO ANTONIO,PROPRIO,MOTO,,,,
10547,,PWL6227,,SEDANS TRANPORTES,PROPRIO,TRUCK,BAU,,,
10548,,KJB8067,,PARTICULAR,PROPRIO,TRUCK,,,,
10549,,ITM2791,2791,TNT MERCUIRIO,PROPRIO,BAU,,,,
10550,,PZM6423,GOL,REDE CONECTA,PROPRIO,VLEVE,,,,
10551,,OQP3523,,TRANSPES,PROPRIO,CSC,PRANCHA,,,
10552,,JUO8216,,UNIRIOS,PROPRIO,BAU,,,,
10553,,OFU1987,,PARTICULAR,PROPRIO,VLEVE,,,,
10554,,OTZ5704,,FREDLOG,PROPRIO,MOTO,,,,
10555,,OTZ9895,,PARTICULAR,PROPRIO,MOTO,,,,
10556,,NSQ8900,CIVIC,PARTICULAR,PROPRIO,VLEVE,,,,
10557,,HBN1991,,PARTICULAR,PROPRIO,TRUCK,,,,
10558,,QOB0433,GOLO,AC PARCERIA,PROPRIO,VLEVE,,,,
10559,,OSX7276,,PARTICULAR,PROPRIO,VLEVE,,,,
10560,,CVP7867,,CANAA TRANSPORTE,PROPRIO,CAVMEC,,,,
10561,,NLW6224,,CANAA TRANSPORTES,PROPRIO,CSC,,,,
10562,,QOK9923,,MECATRON,PROPRIO,VLEVE,,,,
10563,,QDP6421,,NR FORMENTOS,PROPRIO,VLEVE,,,,
10564,,PYH6733,,PARTICULAR,PROPRIO,TRUCK,,,,
10565,,QEW7492,,JS PEÇAS ,PROPRIO,MOTO,,,,
10566,,AAJ1830,,PARTICULAR,PROPRIO,TRUCK,,,,
10567,,BYG1107,,PARTICULAR,PROPRIO,CAVMEC,,,,
10568,,KCC2469,,PARTICULAR,PROPRIO,CSC,,,,
10569,,AVM6800,,PARTICULAR,PROPRIO,CAVMEC,,,,
10570,,LZI1935,,PARTICULAR,PROPRIO,CSC,,,,
10571,,AEW7435,,PARTICULAR,PROPRIO,CAVMEC,,,,
10572,,OFK5409,7056,AC PARCERIA,PROPRIO,TRUCK,CAÇAMBA,,,
10573,,BYA1428,,PARTICULAR,PROPRIO,3X4,BAU,,,
10574,,QDC3154,,GUINCHO MAYRTON TRANSPORTES,PROPRIO,TRUCK,,,,
10575,,NSP6316,,PARTICULAR,PROPRIO,TRUCK,,,,
10576,,LQO7576,,PARTICULAR,PROPRIO,VLEVE,,,,
10577,,OXI3988,,CR TYRE SOLUTION,PROPRIO,UTILIT,,,,
10578,,NSS6809,,TRANSPORTES OESTE,PROPRIO,TRUCK,,,,
10579,,KJB0412,,PARTICULAR,PROPRIO,BAU,,,,
10580,,OXI6319,,ANDRADE GUTIEERE,PROPRIO,MUNCK,,,,
10581,,EXI6349,,ANDRADE GUITIEERE,PROPRIO,MUNCK,,,,
10582,,MJL3250,,TRANS COTA,PROPRIO,TRUCK,,,,
10583,,HBN8292,,PARTICULAR,PROPRIO,CAVMEC,,,,
10584,,OTV5592,,PARTICULAR,PROPRIO,UTILIT,,,,
10585,,OAG9492,UNO,NORTETRAC ASSIS TECN,PROPRIO,VLEVE,,,,
10586,,AVR4600,,PARTICULAR,PROPRIO,CAVMEC,,,,
10587,,AKM8328,,PARTICULAR,PROPRIO,CSC,,,,
10588,,AKM8336,,PARTICULAR,PROPRIO,CSC,,,,
10589,,KIC0035,,ANDRADE GUITIEERE,PROPRIO,UTILIT,,,,
10590,,KFK4997,,PARTICULAR,PROPRIO,CAVMEC,,,,
10591,,GWI6067,,PARTICULAR,PROPRIO,CSC,,,,
10592,,LUU8595,,PARTICULAR,PROPRIO,CAVMEC,,,,
10593,,XXP7224,,PARTICULAR,PROPRIO,CSC,,,,
10594,,OTN6858,FIORINO,SABDSEL,PROPRIO,UTILIT,,,,
10595,,MHZ6793,,PARTICULAR,PROPRIO,CAVMEC,,,,
10596,,MCY5949,,PARTICULAR,PROPRIO,CSC,,,,
10597,,EZL5830,,PARTICULAR,PROPRIO,VLEVE,,,,
10598,,JQC5017,,PARTICULAR,PROPRIO,TRUCK,,,,
10599,,NMW3553,,PARTICULAR,PROPRIO,VLEVE,,,,
10600,,JGP2074,,PARTICULAR,PROPRIO,CAVMEC,,,,
10601,,NGG9912,,PARTICULAR,PROPRIO,CSC,,,,
10602,,JIV5875,,PARTICULAR,PROPRIO,CAVMEC,,,,
10603,,JIV6225,,PARTICULAR,PROPRIO,CSC,,,,
10604,,QDR7354,,PARTICULAR,PROPRIO,CAVMEC,,,,
10605,,JWA5389,,PARTICULAR,PROPRIO,CSC,,,,
10606,,MPT1824,,PARTICULAR,PROPRIO,CAVMEC,,,,
10607,,MWQ4914,,PARTICULAR,PROPRIO,CSC,,,,
10608,,GKL2657,,PARTICULAR,PROPRIO,CAVMEC,,,,
10609,,DJB4993,,PARTICULAR,PROPRIO,CSC,,,,
10610,,PPO9486,,PARTICULAR,PROPRIO,VLEVE,,,,
10611,,OFR5722,,PARTICULAR,PROPRIO,VLEVE,,,,
10612,,OBU2528,,AC PARCERIA,PROPRIO,TRUCK,,,,
10613,,PYP9248,UNO,UBER,PROPRIO,VLEVE,,,,
10614,,BAD4071,FIESTA,PARTICULAR,PROPRIO,VLEVE,,,,
10615,,GVQ5678,,PARTICULAR,PROPRIO,CSC,,,,
10616,,QEP1276,FIORINO,MACEDO,PROPRIO,UTILIT,,,,
10617,,NKQ2229,,PARTICULAR,PROPRIO,CAVMEC,,,,
10618,,PJO3057,,PARTICULAR,PROPRIO,CSC,,,,
10619,,FKM0603,,ATLANTICA MATAPI,PROPRIO,UTILIT,,,,
10620,,KGT4019,,PARTICULAR,PROPRIO,TRUCK,,,,
10621,,QEE2116,,TECHFIX,PROPRIO,UTILIT,,,,
10622,,QOP7325,GOL,PARTICULAR,PROPRIO,VLEVE,,,,
10623,,QPW1452,KAPTIL,PIACENTINI,PROPRIO,VLEVE,,,,
10624,,OFT2068,,UBER,PROPRIO,VLEVE,,,,
10625,,IWJ3677,,PARTICULAR,PROPRIO,CAVMEC,,,,
10626,,QJA8573,,PARTICULAR,PROPRIO,CSC,,,,
10627,,QPC2818,,PARTICULAR,PROPRIO,VLEVE,,,,
10628,,QDW6056,,PARTICULAR,PROPRIO,UTILIT,,,,
10629,,JVR6583,,PARTICULAR,PROPRIO,MOTO,,,,
10630,,JXG9286,,PARTICULAR,PROPRIO,BAU,3X4,,,
10631,,EZX4746,,RIP LONG,PROPRIO,MUNCK,,,,
10632,,FRH9763,,RIP LONG,PROPRIO,MUNCK,,,,
10633,,EHY0651,,PARTICULAR,PROPRIO,MUNCK,,,,
10634,,QPL3330,,HAYASA,PROPRIO,VLEVE,,,,
10635,,NBM4080,,PARTICULAR,PROPRIO,CAVMEC,,,,
10636,,MLX3025,,PARTICULAR,PROPRIO,CSC,,,,
10637,,JTO8857,,PARTICULAR,PROPRIO,TRUCK,,,,
10638,,FLJ5620,,PARTICULAR,PROPRIO,CAVMEC,,,,
10639,,FLG5759,,ANDRADE GUITIERRE,PROPRIO,CSC,,,,
10640,,JVP5483,,PARTICULAR,PROPRIO,UTILIT,,,,
10641,,QET7903,,PROEGN,PROPRIO,MOTO,,,,
10642,,OTZ5506,,SAUDE VIDA,PROPRIO,TOCO,,,,
10643,,OIN1116,4,SAUDE VIDA,PROPRIO,UTILIT,,,,
10644,,OTQ2474,,GOIAS TRANSPORTES,PROPRIO,MOTO,,,,
10645,,PZJ6242,,GOIAS TRANSPORTES,PROPRIO,VLEVE,,,,
10646,,PXS9909,,PAREX,PROPRIO,ONIBUS,,,,
10647,,FDZ6831,,TRANSPORTADORA MOEDENSE,PROPRIO,CAVMEC,,,,
10648,,PWZ3455,,TRANSPORTADORA MOEDENSE,PROPRIO,CSC,PRANCHA,,,
10649,,QNV4700,HB20,LONDA,PROPRIO,VLEVE,,,,
10650,,OTF3155,,ALONDA,PROPRIO,UTILIT,,,,
10651,,QPL2506,GOL,PIA CENTINE,PROPRIO,VLEVE,,,,
10652,,IVR8896,,PARTICULAR,PROPRIO,CAVMEC,,,,
10653,,IWE3871,,PARTICULAR,PROPRIO,CSC,,,,
10654,,HIZ9080,,TRANSPORTADORA MOEDENSE,PROPRIO,CAVMEC,,,,
10655,,PVD6516,,TRANSPORTADORA MOEDENSE,PROPRIO,CSC,,,,
10656,,LBJ5896,UNO,PARTICULAR,PROPRIO,VLEVE,,,,
10657,,NVN4415,,ARIZONA,PROPRIO,CAVMEC,,,,
10658,,QPN5642,,ASA NORTE,PROPRIO,CAVMEC,,,,
10659,,LTE9756,,FNS TRANSPORT LTDA,PROPRIO,VAN,,,,
10660,,HHT2000,,PARTICULAR,PROPRIO,TRUCK,,,,
10661,,HHT2000,,PARTICULAR,PROPRIO,TRUCK,,,,
10662,,HHT2000,,PARTICULAR,PROPRIO,TRUCK,,,,
10663,,HHT2000,,PARTICULAR,PROPRIO,TRUCK,,,,
10664,,JTH7344,,PARTICULAR,PROPRIO,CAVMEC,,,,
10665,,MPF1648,,PARTICULAR,PROPRIO,CSC,,,,
10666,,JUY4210,,PARTICULAR,PROPRIO,CSC,,,,
10667,,QOT6770,,TRANS PES MINAS,PROPRIO,CAVMEC,,,,
10668,,DSQ5029,,PARTICULAR,PROPRIO,TRUCK,,,,
10669,,OFS9590,,PATICULAR,PROPRIO,UTILIT,,,,
10670,,GBE0681,,PARTICULAR,PROPRIO,TRUCK,CAÇAMBA,,,
10671,,QEG8058,,PARTICULAR,PROPRIO,UTILIT,,,,
10672,,QEJ2904,,PARTICULAR,PROPRIO,TOCO,BAU,,,
10673,,JUD0092,,PARTICULAR,PROPRIO,VLEVE,,,,
10674,,NTA3420,,AUTO CHIP,PROPRIO,VLEVE,,,,
10675,,BXG9526,,BETONEIRA MARAJO,PROPRIO,TRUCK,,,,
10676,,OTL2511,,TAPAJOS TRANSPORTES,PROPRIO,CSC,,,,
10677,,KOH6515,,PARTICULAR,PROPRIO,CAVMEC,,,,
